Customer_ID,Customer_Name,Order_Date,Amount,Product_Service,Channel
C00074,휱ト0074,2025-12-14,"45,242",Implementation,Direct
C00157,휱ト0157,2025-12-08,"1,032",Pro Plan,Partner
C00031,휱ト0031,2025-03-15,"28,282",Implementation,Online
C00181,휱ト0181,2025-04-18,"19,179",Consulting,Event
C00072,휱ト0072,2025-05-11,"49,083",Add-on: Analytics,Event
C00006,휱ト0006,2025-06-02,"20,737",Implementation,Partner
C00106,휱ト0106,2025-08-07,"44,081",Pro Plan,Online
C00146,휱ト0146,2025-01-01,"17,931",Enterprise Plan,Marketplace
C00052,휱ト0052,2025-04-05,"25,057",Pro Plan,Referral
C00018,휱ト0018,2025-12-13,"12,729",Basic Plan,Event
C00044,휱ト0044,2025-08-23,"9,429",Add-on: Support,Referral
C00005,휱ト0005,2025-01-05,"31,585",Add-on: Analytics,Referral
C00089,휱ト0089,2025-08-01,"1,083",Add-on: Support,Direct
C00107,휱ト0107,2025-09-25,"17,197",Training,Direct
C00048,휱ト0048,2025-01-07,"48,120",Basic Plan,Marketplace
C00132,휱ト0132,2025-01-27,"19,705",Maintenance,Referral
C00148,휱ト0148,2025-09-01,"38,497",Maintenance,Partner
C00155,휱ト0155,2025-04-14,"29,430",Basic Plan,Marketplace
C00001,휱ト0001,2025-03-07,"41,404",Maintenance,Online
C00068,휱ト0068,2025-10-04,"21,444",Pro Plan,Partner
C00142,휱ト0142,2025-08-13,"35,519",Pro Plan,Partner
C00041,휱ト0041,2025-03-13,"47,427",Pro Plan,Event
C00085,휱ト0085,2025-06-28,"49,421",Implementation,Referral
C00097,휱ト0097,2025-04-04,"31,906",Enterprise Plan,Referral
C00198,휱ト0198,2025-08-21,"47,138",Maintenance,Marketplace
C00002,휱ト0002,2025-03-29,"10,229",Pro Plan,Marketplace
C00147,휱ト0147,2025-05-21,"45,270",Training,Referral
C00020,휱ト0020,2025-08-22,"28,101",Basic Plan,Direct
C00041,휱ト0041,2025-01-09,"33,448",Maintenance,Partner
C00036,휱ト0036,2025-01-08,"49,563",Training,Direct
C00054,휱ト0054,2025-10-25,"1,927",Consulting,Partner
C00037,휱ト0037,2025-07-27,"4,873",Add-on: Support,Referral
C00069,휱ト0069,2025-01-28,"12,023",Enterprise Plan,Marketplace
C00029,휱ト0029,2025-07-04,"20,286",Training,Referral
C00078,휱ト0078,2025-10-05,"7,791",Implementation,Direct
C00118,휱ト0118,2025-12-17,"14,921",Enterprise Plan,Referral
C00090,휱ト0090,2025-06-23,"40,346",Consulting,Online
C00097,휱ト0097,2025-05-12,"49,084",Pro Plan,Marketplace
C00046,휱ト0046,2025-04-22,"43,447",Basic Plan,Event
C00145,휱ト0145,2025-07-17,"40,738",Consulting,Marketplace
C00131,휱ト0131,2025-10-25,"31,046",Training,Online
C00195,휱ト0195,2025-03-24,"20,156",Consulting,Event
C00188,휱ト0188,2025-08-19,"27,884",Enterprise Plan,Direct
C00126,휱ト0126,2025-07-19,"10,190",Maintenance,Partner
C00180,휱ト0180,2025-07-02,302,Consulting,Partner
C00170,휱ト0170,2025-07-10,"19,725",Maintenance,Referral
C00108,휱ト0108,2025-03-26,"36,192",Basic Plan,Marketplace
C00129,휱ト0129,2025-09-24,"42,004",Consulting,Referral
C00133,휱ト0133,2025-05-29,"3,014",Basic Plan,Online
C00047,휱ト0047,2025-05-07,"35,002",Implementation,Online
C00189,휱ト0189,2025-12-20,"38,424",Enterprise Plan,Partner
C00068,휱ト0068,2025-10-20,"38,893",Basic Plan,Online
C00085,휱ト0085,2025-04-09,"39,759",Basic Plan,Online
C00099,휱ト0099,2025-05-05,"34,336",Add-on: Support,Direct
C00117,휱ト0117,2025-08-26,"27,906",Implementation,Online
C00022,휱ト0022,2025-07-18,"22,142",Enterprise Plan,Event
C00118,휱ト0118,2025-03-22,"43,738",Implementation,Partner
C00106,휱ト0106,2025-05-07,"3,928",Add-on: Support,Referral
C00077,휱ト0077,2025-10-20,"19,783",Maintenance,Direct
C00099,휱ト0099,2025-11-29,"10,431",Enterprise Plan,Online
C00117,휱ト0117,2025-08-27,"49,828",Basic Plan,Partner
C00054,휱ト0054,2025-08-12,"45,603",Maintenance,Marketplace
C00083,휱ト0083,2025-07-22,"32,661",Basic Plan,Direct
C00146,휱ト0146,2025-03-09,"40,521",Add-on: Analytics,Referral
C00087,휱ト0087,2025-10-15,"42,002",Pro Plan,Referral
C00038,휱ト0038,2025-05-31,"37,227",Consulting,Online
C00031,휱ト0031,2025-02-12,"14,051",Add-on: Support,Referral
C00008,휱ト0008,2025-02-24,"46,249",Basic Plan,Marketplace
C00144,휱ト0144,2025-09-07,"13,467",Add-on: Support,Event
C00091,휱ト0091,2025-01-03,"14,646",Training,Online
C00129,휱ト0129,2025-06-10,"30,288",Add-on: Analytics,Marketplace
C00086,휱ト0086,2025-11-22,"41,784",Pro Plan,Online
C00009,휱ト0009,2025-09-17,"48,230",Implementation,Partner
C00150,휱ト0150,2025-12-14,"38,600",Add-on: Support,Online
C00134,휱ト0134,2025-07-27,"37,686",Maintenance,Partner
C00075,휱ト0075,2025-05-07,"38,171",Pro Plan,Direct
C00170,휱ト0170,2025-03-02,"23,911",Enterprise Plan,Online
C00189,휱ト0189,2025-08-31,"16,510",Pro Plan,Partner
C00001,휱ト0001,2025-08-02,"18,490",Add-on: Support,Partner
C00105,휱ト0105,2025-04-23,"49,697",Implementation,Online
C00091,휱ト0091,2025-08-02,"14,082",Enterprise Plan,Direct
C00185,휱ト0185,2025-10-18,"25,507",Pro Plan,Partner
C00048,휱ト0048,2025-01-02,"48,766",Add-on: Analytics,Event
C00136,휱ト0136,2025-03-21,"17,464",Training,Marketplace
C00138,휱ト0138,2025-05-23,"37,168",Enterprise Plan,Direct
C00032,휱ト0032,2025-05-26,"2,201",Enterprise Plan,Event
C00082,휱ト0082,2025-10-31,"42,056",Maintenance,Marketplace
C00108,휱ト0108,2025-09-27,"13,664",Consulting,Referral
C00084,휱ト0084,2025-04-02,"47,957",Basic Plan,Direct
C00099,휱ト0099,2025-10-29,"8,371",Training,Event
C00109,휱ト0109,2025-03-23,"10,343",Training,Direct
C00125,휱ト0125,2025-07-08,"3,262",Maintenance,Direct
C00091,휱ト0091,2025-07-27,"31,655",Maintenance,Event
C00188,휱ト0188,2025-11-11,"27,599",Maintenance,Direct
C00197,휱ト0197,2025-04-11,"17,769",Consulting,Online
C00166,휱ト0166,2025-11-26,"46,608",Training,Partner
C00178,휱ト0178,2025-08-31,"3,652",Implementation,Partner
C00173,휱ト0173,2025-03-02,"4,990",Consulting,Referral
C00070,휱ト0070,2025-06-29,"44,584",Basic Plan,Event
C00121,휱ト0121,2025-06-15,"5,644",Consulting,Marketplace
C00112,휱ト0112,2025-07-06,"34,529",Add-on: Analytics,Referral
C00123,휱ト0123,2025-12-27,"47,492",Implementation,Marketplace
C00012,휱ト0012,2025-08-22,"3,537",Maintenance,Marketplace
C00078,휱ト0078,2025-09-15,"30,700",Add-on: Analytics,Partner
C00077,휱ト0077,2025-12-02,"35,740",Pro Plan,Referral
C00003,휱ト0003,2025-02-06,"4,379",Add-on: Analytics,Referral
C00128,휱ト0128,2025-07-21,368,Add-on: Support,Marketplace
C00071,휱ト0071,2025-05-13,"36,867",Basic Plan,Referral
C00157,휱ト0157,2025-12-10,"5,140",Add-on: Analytics,Marketplace
C00044,휱ト0044,2025-03-27,"11,829",Add-on: Analytics,Event
C00041,휱ト0041,2025-04-04,"32,300",Basic Plan,Online
C00152,휱ト0152,2025-04-13,"19,891",Enterprise Plan,Referral
C00198,휱ト0198,2025-02-17,"24,401",Enterprise Plan,Direct
C00183,휱ト0183,2025-04-27,"15,291",Enterprise Plan,Direct
C00171,휱ト0171,2025-01-09,"27,495",Maintenance,Marketplace
C00130,휱ト0130,2025-10-15,"38,886",Implementation,Marketplace
C00155,휱ト0155,2025-10-17,"25,060",Add-on: Analytics,Event
C00071,휱ト0071,2025-12-27,"33,307",Maintenance,Referral
C00140,휱ト0140,2025-05-02,"15,476",Consulting,Marketplace
C00091,휱ト0091,2025-06-04,"33,187",Add-on: Analytics,Marketplace
C00165,휱ト0165,2025-04-17,"14,063",Add-on: Support,Direct
C00051,휱ト0051,2025-01-03,"15,078",Add-on: Support,Event
C00049,휱ト0049,2025-09-10,"43,264",Basic Plan,Direct
C00120,휱ト0120,2025-07-26,"43,225",Enterprise Plan,Partner
C00126,휱ト0126,2025-06-24,"4,752",Basic Plan,Direct
C00135,휱ト0135,2025-06-03,"38,868",Basic Plan,Direct
C00150,휱ト0150,2025-06-14,355,Maintenance,Referral
C00018,휱ト0018,2025-10-07,"8,487",Maintenance,Partner
C00131,휱ト0131,2025-02-09,"40,356",Basic Plan,Marketplace
C00191,휱ト0191,2025-10-12,"23,791",Training,Online
C00077,휱ト0077,2025-09-11,"12,566",Basic Plan,Event
C00136,휱ト0136,2025-01-28,"22,881",Pro Plan,Online
C00199,휱ト0199,2025-09-10,"2,485",Implementation,Online
C00149,휱ト0149,2025-01-06,"4,468",Enterprise Plan,Direct
C00195,휱ト0195,2025-04-07,"28,487",Pro Plan,Marketplace
C00158,휱ト0158,2025-07-31,"26,562",Maintenance,Direct
C00006,휱ト0006,2025-09-10,"5,237",Maintenance,Online
C00027,휱ト0027,2025-04-19,"1,847",Pro Plan,Referral
C00154,휱ト0154,2025-12-17,"26,045",Implementation,Marketplace
C00006,휱ト0006,2025-11-26,"20,299",Enterprise Plan,Direct
C00189,휱ト0189,2025-11-12,"14,447",Pro Plan,Direct
C00150,휱ト0150,2025-01-17,"39,303",Consulting,Marketplace
C00049,휱ト0049,2025-12-05,"30,208",Add-on: Support,Direct
C00056,휱ト0056,2025-07-18,"23,807",Training,Event
C00030,휱ト0030,2025-06-19,"23,877",Pro Plan,Online
C00198,휱ト0198,2025-09-03,"39,600",Implementation,Marketplace
C00158,휱ト0158,2025-08-25,"4,362",Basic Plan,Direct
C00162,휱ト0162,2025-05-03,"35,295",Enterprise Plan,Partner
C00068,휱ト0068,2025-05-16,"17,207",Basic Plan,Referral
C00115,휱ト0115,2025-09-01,"34,558",Pro Plan,Online
C00152,휱ト0152,2025-10-18,"12,971",Maintenance,Referral
C00199,휱ト0199,2025-10-23,"9,809",Add-on: Support,Partner
C00032,휱ト0032,2025-04-01,"13,508",Enterprise Plan,Marketplace
C00040,휱ト0040,2025-04-16,"18,021",Pro Plan,Online
C00159,휱ト0159,2025-03-18,"6,411",Enterprise Plan,Referral
C00024,휱ト0024,2025-05-10,"14,417",Consulting,Online
C00074,휱ト0074,2025-06-15,"25,903",Pro Plan,Referral
C00070,휱ト0070,2025-10-29,"31,045",Basic Plan,Online
C00143,휱ト0143,2025-12-11,"41,170",Basic Plan,Online
C00193,휱ト0193,2025-03-02,"46,101",Enterprise Plan,Online
C00176,휱ト0176,2025-12-06,"18,036",Maintenance,Event
C00189,휱ト0189,2025-11-30,"8,592",Basic Plan,Event
C00060,휱ト0060,2025-08-26,583,Implementation,Direct
C00035,휱ト0035,2025-08-26,"23,798",Add-on: Analytics,Referral
C00053,휱ト0053,2025-01-10,"14,897",Training,Online
C00043,휱ト0043,2025-09-11,"3,733",Basic Plan,Partner
C00056,휱ト0056,2025-12-15,"43,555",Pro Plan,Marketplace
C00180,휱ト0180,2025-12-17,"23,962",Basic Plan,Direct
C00041,휱ト0041,2025-08-19,"45,378",Basic Plan,Marketplace
C00114,휱ト0114,2025-10-25,"23,968",Consulting,Online
C00145,휱ト0145,2025-02-12,"8,857",Basic Plan,Online
C00096,휱ト0096,2025-02-25,"14,817",Training,Marketplace
C00009,휱ト0009,2025-03-15,"38,290",Maintenance,Event
C00147,휱ト0147,2025-11-22,852,Add-on: Support,Marketplace
C00076,휱ト0076,2025-01-07,"22,309",Training,Partner
C00011,휱ト0011,2025-06-27,"13,833",Maintenance,Direct
C00098,휱ト0098,2025-04-19,"17,496",Enterprise Plan,Online
C00101,휱ト0101,2025-07-02,"23,840",Add-on: Support,Referral
C00148,휱ト0148,2025-03-26,"21,147",Add-on: Support,Direct
C00179,휱ト0179,2025-02-21,"9,176",Add-on: Support,Marketplace
C00030,휱ト0030,2025-09-05,"43,618",Basic Plan,Marketplace
C00122,휱ト0122,2025-07-08,"30,346",Implementation,Referral
C00044,휱ト0044,2025-03-19,"23,435",Pro Plan,Direct
C00140,휱ト0140,2025-04-20,"18,360",Add-on: Support,Direct
C00009,휱ト0009,2025-03-23,"17,844",Enterprise Plan,Online
C00031,휱ト0031,2025-09-29,"47,992",Add-on: Analytics,Partner
C00176,휱ト0176,2025-03-21,"41,064",Pro Plan,Online
C00139,휱ト0139,2025-06-21,"10,393",Training,Partner
C00063,휱ト0063,2025-10-28,"45,410",Basic Plan,Online
C00140,휱ト0140,2025-07-20,"13,055",Training,Partner
C00125,휱ト0125,2025-08-08,"25,822",Add-on: Support,Referral
C00177,휱ト0177,2025-01-27,"42,451",Training,Online
C00186,휱ト0186,2025-02-19,"4,071",Pro Plan,Online
C00190,휱ト0190,2025-08-19,434,Maintenance,Online
C00072,휱ト0072,2025-09-23,"9,796",Implementation,Marketplace
C00182,휱ト0182,2025-03-09,"1,610",Implementation,Referral
C00144,휱ト0144,2025-11-12,"4,491",Implementation,Partner
C00089,휱ト0089,2025-05-16,"9,866",Add-on: Analytics,Referral
C00113,휱ト0113,2025-06-27,"46,038",Basic Plan,Partner
C00112,휱ト0112,2025-10-20,"25,701",Implementation,Online
C00106,휱ト0106,2025-01-08,"31,528",Implementation,Referral
C00087,휱ト0087,2025-02-08,"1,117",Add-on: Support,Marketplace
C00056,휱ト0056,2025-01-10,"30,071",Maintenance,Referral
C00023,휱ト0023,2025-12-13,"42,809",Training,Online
C00051,휱ト0051,2025-06-13,"21,327",Pro Plan,Referral
C00157,휱ト0157,2025-06-02,"13,754",Enterprise Plan,Online
C00183,휱ト0183,2025-05-02,"34,272",Enterprise Plan,Referral
C00187,휱ト0187,2025-08-05,"14,772",Enterprise Plan,Direct
C00156,휱ト0156,2025-04-18,"7,944",Pro Plan,Direct
C00095,휱ト0095,2025-10-11,"41,091",Enterprise Plan,Online
C00023,휱ト0023,2025-10-19,"3,576",Add-on: Support,Online
C00166,휱ト0166,2025-10-08,"22,331",Consulting,Direct
C00193,휱ト0193,2025-06-05,"15,468",Implementation,Referral
C00199,휱ト0199,2025-08-30,"40,385",Enterprise Plan,Partner
C00052,휱ト0052,2025-03-16,"36,727",Training,Partner
C00022,휱ト0022,2025-04-02,"18,195",Add-on: Analytics,Event
C00072,휱ト0072,2025-12-21,"22,935",Basic Plan,Online
C00152,휱ト0152,2025-09-24,"37,002",Consulting,Event
C00149,휱ト0149,2025-01-02,"25,826",Implementation,Event
C00072,휱ト0072,2025-11-20,"15,379",Basic Plan,Event
C00152,휱ト0152,2025-07-22,"48,191",Implementation,Direct
C00083,휱ト0083,2025-01-21,"28,126",Pro Plan,Event
C00112,휱ト0112,2025-01-31,"46,885",Add-on: Support,Direct
C00147,휱ト0147,2025-08-24,"14,311",Training,Direct
C00033,휱ト0033,2025-08-31,"5,652",Implementation,Partner
C00172,휱ト0172,2025-11-17,"49,565",Basic Plan,Event
C00141,휱ト0141,2025-02-18,"9,756",Add-on: Support,Online
C00046,휱ト0046,2025-12-11,"38,186",Pro Plan,Partner
C00021,휱ト0021,2025-02-20,"24,981",Implementation,Event
C00005,휱ト0005,2025-12-26,"20,059",Consulting,Marketplace
C00108,휱ト0108,2025-06-27,"43,548",Implementation,Online
C00038,휱ト0038,2025-01-27,"24,965",Add-on: Support,Online
C00177,휱ト0177,2025-09-18,"6,364",Add-on: Support,Event
C00080,휱ト0080,2025-04-30,"23,091",Implementation,Marketplace
C00086,휱ト0086,2025-09-05,"33,995",Add-on: Analytics,Referral
C00047,휱ト0047,2025-11-16,"18,066",Add-on: Analytics,Marketplace
C00118,휱ト0118,2025-04-13,"23,465",Pro Plan,Partner
C00197,휱ト0197,2025-05-10,"41,950",Add-on: Analytics,Event
C00057,휱ト0057,2025-04-23,"21,185",Implementation,Direct
C00027,휱ト0027,2025-06-25,"39,617",Add-on: Analytics,Event
C00086,휱ト0086,2025-12-13,"17,645",Maintenance,Partner
C00096,휱ト0096,2025-08-20,"41,253",Implementation,Marketplace
C00039,휱ト0039,2025-04-04,"31,095",Enterprise Plan,Online
C00108,휱ト0108,2025-11-15,"13,210",Basic Plan,Direct
C00123,휱ト0123,2025-09-12,"47,119",Maintenance,Partner
C00089,휱ト0089,2025-11-06,"23,139",Consulting,Event
C00086,휱ト0086,2025-09-11,"38,292",Enterprise Plan,Online
C00035,휱ト0035,2025-01-26,"47,917",Add-on: Analytics,Partner
C00107,휱ト0107,2025-07-10,"35,185",Pro Plan,Event
C00150,휱ト0150,2025-01-06,"33,760",Training,Direct
C00065,휱ト0065,2025-11-03,"18,760",Implementation,Event
C00114,휱ト0114,2025-02-27,"3,721",Enterprise Plan,Referral
C00047,휱ト0047,2025-12-02,"27,416",Maintenance,Event
C00058,휱ト0058,2025-07-30,"41,022",Maintenance,Direct
C00079,휱ト0079,2025-01-20,"13,781",Basic Plan,Marketplace
C00125,휱ト0125,2025-02-07,"22,504",Consulting,Partner
C00082,휱ト0082,2025-02-17,"5,189",Maintenance,Marketplace
C00038,휱ト0038,2025-11-13,"27,581",Basic Plan,Event
C00087,휱ト0087,2025-06-27,"35,037",Implementation,Referral
C00056,휱ト0056,2025-01-27,"19,599",Training,Partner
C00095,휱ト0095,2025-05-15,"39,873",Basic Plan,Direct
C00043,휱ト0043,2025-02-28,"32,595",Consulting,Partner
C00186,휱ト0186,2025-09-02,"36,280",Pro Plan,Direct
C00054,휱ト0054,2025-07-17,"4,379",Enterprise Plan,Event
C00171,휱ト0171,2025-12-01,"38,841",Enterprise Plan,Referral
C00071,휱ト0071,2025-12-24,"43,961",Maintenance,Partner
C00033,휱ト0033,2025-03-11,"22,120",Basic Plan,Direct
C00047,휱ト0047,2025-11-24,"39,030",Training,Marketplace
C00085,휱ト0085,2025-11-30,"33,467",Implementation,Partner
C00152,휱ト0152,2025-05-04,"44,657",Consulting,Direct
C00015,휱ト0015,2025-09-13,"17,228",Consulting,Partner
C00141,휱ト0141,2025-10-17,"37,458",Training,Event
C00181,휱ト0181,2025-05-03,"25,948",Implementation,Direct
C00059,휱ト0059,2025-08-01,"34,670",Implementation,Direct
C00158,휱ト0158,2025-12-10,"7,934",Pro Plan,Partner
C00095,휱ト0095,2025-12-05,"28,899",Consulting,Partner
C00079,휱ト0079,2025-02-17,"12,354",Consulting,Partner
C00142,휱ト0142,2025-06-08,"12,532",Basic Plan,Direct
C00166,휱ト0166,2025-08-15,"24,479",Add-on: Analytics,Direct
C00152,휱ト0152,2025-08-15,"28,134",Pro Plan,Marketplace
C00131,휱ト0131,2025-04-04,"47,748",Consulting,Event
C00101,휱ト0101,2025-11-22,"43,686",Add-on: Support,Referral
C00106,휱ト0106,2025-08-15,"15,392",Consulting,Direct
C00108,휱ト0108,2025-01-16,"20,382",Pro Plan,Partner
C00082,휱ト0082,2025-03-03,"36,894",Add-on: Support,Online
C00075,휱ト0075,2025-03-14,"24,150",Consulting,Online
C00117,휱ト0117,2025-01-14,"14,958",Training,Partner
C00047,휱ト0047,2025-02-26,"14,369",Training,Event
C00024,휱ト0024,2025-09-04,"14,849",Basic Plan,Event
C00121,휱ト0121,2025-10-06,"5,762",Implementation,Marketplace
C00042,휱ト0042,2025-07-10,"23,739",Maintenance,Direct
C00174,휱ト0174,2025-04-06,"29,499",Maintenance,Marketplace
C00057,휱ト0057,2025-02-08,506,Training,Online
C00158,휱ト0158,2025-01-23,"7,556",Maintenance,Referral
C00018,휱ト0018,2025-11-16,"47,756",Consulting,Marketplace
C00089,휱ト0089,2025-06-11,"2,327",Pro Plan,Marketplace
C00099,휱ト0099,2025-04-27,955,Maintenance,Online
C00186,휱ト0186,2025-10-06,"26,619",Add-on: Analytics,Online
C00039,휱ト0039,2025-04-25,"20,164",Training,Event
C00147,휱ト0147,2025-12-12,"16,779",Implementation,Online
C00083,휱ト0083,2025-08-06,"21,388",Consulting,Partner
C00104,휱ト0104,2025-03-07,"38,042",Add-on: Analytics,Event
C00059,휱ト0059,2025-07-11,"25,116",Consulting,Online
C00131,휱ト0131,2025-06-26,"27,517",Consulting,Event
C00124,휱ト0124,2025-12-13,"47,173",Consulting,Direct
C00166,휱ト0166,2025-02-25,"20,877",Training,Event
C00006,휱ト0006,2025-11-28,"35,741",Basic Plan,Referral
C00144,휱ト0144,2025-05-31,"29,639",Maintenance,Referral
C00085,휱ト0085,2025-08-08,"39,347",Implementation,Partner
C00174,휱ト0174,2025-05-11,653,Enterprise Plan,Marketplace
C00167,휱ト0167,2025-04-13,"41,290",Consulting,Event
C00154,휱ト0154,2025-08-17,"42,665",Basic Plan,Marketplace
C00121,휱ト0121,2025-02-17,"22,908",Implementation,Event
C00140,휱ト0140,2025-03-28,"47,485",Pro Plan,Referral
C00173,휱ト0173,2025-04-29,"38,329",Maintenance,Referral
C00195,휱ト0195,2025-02-20,"31,176",Basic Plan,Direct
C00182,휱ト0182,2025-01-17,"40,510",Basic Plan,Referral
C00006,휱ト0006,2025-03-07,"33,629",Add-on: Analytics,Partner
C00078,휱ト0078,2025-04-30,"10,319",Training,Direct
C00009,휱ト0009,2025-06-03,"30,241",Basic Plan,Referral
C00080,휱ト0080,2025-07-12,"11,307",Add-on: Support,Online
C00135,휱ト0135,2025-10-26,"15,594",Basic Plan,Online
C00148,휱ト0148,2025-04-08,"47,289",Add-on: Support,Direct
C00102,휱ト0102,2025-12-29,"38,863",Basic Plan,Marketplace
C00183,휱ト0183,2025-10-10,"39,509",Add-on: Support,Referral
C00131,휱ト0131,2025-06-22,"48,603",Consulting,Marketplace
C00034,휱ト0034,2025-04-24,"4,164",Pro Plan,Partner
C00136,휱ト0136,2025-07-08,"3,235",Maintenance,Online
C00043,휱ト0043,2025-08-28,"28,643",Training,Partner
C00054,휱ト0054,2025-10-23,"41,031",Training,Marketplace
C00171,휱ト0171,2025-01-29,"35,713",Training,Marketplace
C00146,휱ト0146,2025-10-04,"47,527",Enterprise Plan,Referral
C00035,휱ト0035,2025-01-28,"28,381",Implementation,Marketplace
C00005,휱ト0005,2025-09-09,"11,047",Pro Plan,Direct
C00082,휱ト0082,2025-03-26,"41,825",Basic Plan,Marketplace
C00133,휱ト0133,2025-12-18,"41,306",Maintenance,Direct
C00037,휱ト0037,2025-04-12,"29,335",Implementation,Online
C00023,휱ト0023,2025-04-16,"39,295",Maintenance,Partner
C00155,휱ト0155,2025-12-14,"28,350",Maintenance,Event
C00189,휱ト0189,2025-04-06,"12,135",Implementation,Online
C00192,휱ト0192,2025-12-05,"13,990",Maintenance,Partner
C00107,휱ト0107,2025-11-18,"9,106",Add-on: Analytics,Referral
C00008,휱ト0008,2025-11-07,"11,187",Add-on: Support,Partner
C00181,휱ト0181,2025-10-24,"48,085",Pro Plan,Partner
C00085,휱ト0085,2025-10-09,"36,318",Pro Plan,Partner
C00086,휱ト0086,2025-07-09,"11,316",Training,Referral
C00030,휱ト0030,2025-09-28,929,Add-on: Analytics,Event
C00026,휱ト0026,2025-07-15,"15,413",Training,Partner
C00136,휱ト0136,2025-02-04,"9,883",Add-on: Analytics,Direct
C00024,휱ト0024,2025-11-19,"46,628",Implementation,Direct
C00074,휱ト0074,2025-07-30,"31,074",Basic Plan,Referral
C00101,휱ト0101,2025-02-21,"17,346",Basic Plan,Direct
C00100,휱ト0100,2025-10-10,"42,003",Training,Online
C00149,휱ト0149,2025-10-02,"3,045",Add-on: Analytics,Direct
C00147,휱ト0147,2025-04-29,"26,804",Enterprise Plan,Marketplace
C00002,휱ト0002,2025-05-21,"21,118",Add-on: Support,Marketplace
C00058,휱ト0058,2025-09-07,"22,533",Add-on: Support,Event
C00168,휱ト0168,2025-04-22,"14,205",Basic Plan,Referral
C00121,휱ト0121,2025-08-25,"31,644",Implementation,Marketplace
C00166,휱ト0166,2025-03-24,"45,419",Maintenance,Marketplace
C00043,휱ト0043,2025-02-08,"11,096",Enterprise Plan,Online
C00180,휱ト0180,2025-05-22,"3,691",Pro Plan,Direct
C00113,휱ト0113,2025-08-26,"24,023",Training,Direct
C00065,휱ト0065,2025-10-26,"46,884",Implementation,Marketplace
C00042,휱ト0042,2025-03-20,"1,234",Training,Marketplace
C00197,휱ト0197,2025-06-10,"20,946",Consulting,Partner
C00184,휱ト0184,2025-09-22,"37,626",Implementation,Partner
C00028,휱ト0028,2025-04-29,"34,175",Pro Plan,Direct
C00186,휱ト0186,2025-05-09,"23,512",Training,Event
C00054,휱ト0054,2025-12-07,"10,068",Enterprise Plan,Event
C00159,휱ト0159,2025-04-30,"40,435",Add-on: Analytics,Marketplace
C00095,휱ト0095,2025-12-17,"49,443",Enterprise Plan,Event
C00001,휱ト0001,2025-11-21,"49,780",Maintenance,Referral
C00001,휱ト0001,2025-01-10,"5,071",Add-on: Analytics,Online
C00175,휱ト0175,2025-11-11,"10,835",Add-on: Analytics,Marketplace
C00138,휱ト0138,2025-03-04,"14,206",Training,Direct
C00048,휱ト0048,2025-10-11,"21,228",Basic Plan,Online
C00048,휱ト0048,2025-07-12,"4,744",Enterprise Plan,Marketplace
C00020,휱ト0020,2025-06-25,"17,373",Add-on: Support,Direct
C00135,휱ト0135,2025-12-15,"15,699",Implementation,Online
C00092,휱ト0092,2025-03-18,"45,404",Consulting,Marketplace
C00185,휱ト0185,2025-09-11,"28,076",Add-on: Analytics,Referral
C00120,휱ト0120,2025-01-17,"26,979",Training,Online
C00144,휱ト0144,2025-07-13,"38,306",Training,Referral
C00188,휱ト0188,2025-03-04,"19,524",Add-on: Support,Direct
C00011,휱ト0011,2025-04-10,"18,307",Maintenance,Direct
C00145,휱ト0145,2025-06-19,"8,451",Pro Plan,Event
C00175,휱ト0175,2025-04-22,"44,471",Add-on: Support,Direct
C00013,휱ト0013,2025-12-24,"12,606",Enterprise Plan,Event
C00002,휱ト0002,2025-09-04,"40,814",Basic Plan,Partner
C00073,휱ト0073,2025-09-13,"30,885",Maintenance,Direct
C00159,휱ト0159,2025-07-23,"1,844",Implementation,Referral
C00073,휱ト0073,2025-10-29,"45,146",Training,Direct
C00157,휱ト0157,2025-11-26,"31,146",Pro Plan,Referral
C00010,휱ト0010,2025-11-14,"2,039",Maintenance,Online
C00133,휱ト0133,2025-04-27,"8,876",Implementation,Online
C00053,휱ト0053,2025-12-15,"29,252",Enterprise Plan,Partner
C00060,휱ト0060,2025-01-26,"38,732",Maintenance,Marketplace
C00087,휱ト0087,2025-05-23,"33,828",Add-on: Support,Marketplace
C00153,휱ト0153,2025-03-15,"26,420",Implementation,Direct
C00026,휱ト0026,2025-07-12,"42,984",Add-on: Support,Online
C00154,휱ト0154,2025-12-22,"11,480",Basic Plan,Event
C00054,휱ト0054,2025-07-27,"13,706",Add-on: Analytics,Referral
C00092,휱ト0092,2025-08-29,"42,624",Enterprise Plan,Marketplace
C00057,휱ト0057,2025-11-05,"23,546",Add-on: Support,Event
C00039,휱ト0039,2025-11-22,"6,248",Add-on: Support,Direct
C00120,휱ト0120,2025-11-12,"29,819",Add-on: Support,Online
C00195,휱ト0195,2025-10-25,"34,561",Maintenance,Online
C00115,휱ト0115,2025-10-07,"27,860",Implementation,Online
C00061,휱ト0061,2025-01-02,"14,758",Pro Plan,Marketplace
C00101,휱ト0101,2025-11-05,"38,932",Consulting,Referral
C00045,휱ト0045,2025-05-21,"28,618",Maintenance,Event
C00197,휱ト0197,2025-03-08,"46,193",Basic Plan,Marketplace
C00136,휱ト0136,2025-05-01,"19,385",Add-on: Support,Event
C00161,휱ト0161,2025-07-22,"37,380",Training,Marketplace
C00093,휱ト0093,2025-12-23,"39,631",Enterprise Plan,Event
